StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,bbuser,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-13_19-40-05.089464324,1526233205.091308615,39.176173,2018-05-13_19-40-35.332035742,1526233235.333909068,0.98,1.00,0.98,578338,671190,4123,1299,1373,1219,0,0,0,0,1458710,0,5661,11439705,2423,0,15,0,0,0,32804244,31743412,31625652,2116,165416
2018-05-13_19-40-35.378269427,1526233235.380147208,39.176174,2018-05-13_19-41-05.620473729,1526233265.622328978,0.99,1.00,0.98,579530,672574,4130,1299,1374,1219,0,0,0,0,1461734,0,5666,11460905,2423,0,15,0,0,0,32804244,31743464,31626056,2116,165416
2018-05-13_19-41-05.666673247,1526233265.668521477,39.176174,2018-05-13_19-41-35.909024657,1526233295.910888307,0.99,1.00,0.98,580722,673958,4137,1299,1376,1219,0,0,0,0,1464758,0,5672,11482103,2423,0,15,0,0,0,32804244,31743144,31625148,2116,165416
2018-05-13_19-41-35.955300112,1526233295.957135915,39.176174,2018-05-13_19-42-06.197592627,1526233326.199453182,1.00,1.00,0.98,581914,675342,4145,1299,1376,1219,0,0,0,0,1467783,0,5676,11503302,2423,0,15,0,0,0,32804244,31743644,31626116,2116,165416
2018-05-13_19-42-06.243591318,1526233326.245434602,39.176174,2018-05-13_19-42-36.485952621,1526233356.487804499,1.00,1.00,0.98,583106,676726,4152,1299,1377,1219,0,0,0,0,1470807,0,5682,11524500,2423,0,15,0,0,0,32804244,31742976,31625512,2116,165416
2018-05-13_19-42-36.532103004,1526233356.533974280,39.176172,2018-05-13_19-43-06.774437818,1526233386.776323462,1.00,1.00,0.98,584298,678110,4160,1299,1377,1219,0,0,0,0,1473831,0,5687,11545699,2423,0,15,0,0,0,32804244,31743748,31625540,2116,165416
2018-05-13_19-43-06.820548160,1526233386.822393945,39.176174,2018-05-13_19-43-37.063181159,1526233417.065040456,0.95,0.98,0.97,585490,679494,4164,1299,1377,1240,0,0,0,0,1476855,0,5693,11566897,2423,0,15,0,0,0,32804244,31743592,31625856,2116,165416
2018-05-13_19-43-37.109439683,1526233417.111298300,39.176174,2018-05-13_19-44-07.351984018,1526233447.353859995,0.97,0.99,0.97,586682,680878,4169,1299,1377,1260,0,0,0,0,1479879,0,5698,11588097,2423,0,15,0,0,0,32804244,31742564,31625292,2116,165416
2018-05-13_19-44-07.398220426,1526233447.400075053,39.176166,2018-05-13_19-44-37.640784625,1526233477.642710768,0.98,0.99,0.97,587874,682262,4174,1299,1377,1279,0,0,0,0,1482906,0,5705,11609291,2423,0,15,0,0,0,32804244,31731156,31613756,2116,165428
2018-05-13_19-44-37.687319411,1526233477.689185358,39.176130,2018-05-13_19-45-07.929957094,1526233507.931845474,0.92,0.97,0.97,589130,683710,4180,1301,1377,1295,0,0,0,0,1485932,0,5711,11630486,2423,0,15,0,0,0,32804244,31732128,31613900,2116,165428
